AC	ID	Organism	OrganismId	#Localizations_exp	#Localizations_nonExp	Localization
Q74M52	EF2_NANEQ  	Nanoarchaeum equitans                   	228908	0	1	Cytoplasm (By similarity).
Q3IUM4	EF2_NATPD  	Natronomonas pharaonis                  	348780	0	1	Cytoplasm (By similarity).
Q6L200	EF2_PICTO  	Picrophilus torridus                    	263820	0	1	Cytoplasm (By similarity).
Q9V1Z8	EF2_PYRAB  	Pyrococcus abyssi                       	272844	0	1	Cytoplasm (By similarity).
Q8ZZC1	EF2_PYRAE  	Pyrobaculum aerophilum                  	178306	0	1	Cytoplasm (By similarity).
A4WMR8	EF2_PYRAR  	Pyrobaculum arsenaticum                 	340102	0	1	Cytoplasm (By similarity).
A3MSN3	EF2_PYRCJ  	Pyrobaculum calidifontis                	410359	0	1	Cytoplasm (By similarity).
P61877	EF2_PYRFU  	Pyrococcus furiosus                     	186497	0	1	Cytoplasm (By similarity).
O59521	EF2_PYRHO  	Pyrococcus horikoshii                   	70601	0	1	Cytoplasm (By similarity).
A1RVX2	EF2_PYRIL  	Pyrobaculum islandicum                  	384616	0	1	Cytoplasm (By similarity).
B1YE08	EF2_PYRNV  	Pyrobaculum neutrophilum                	444157	0	1	Cytoplasm (By similarity).
P61878	EF2_PYRWO  	Pyrococcus woesei.                      	2262	0	1	Cytoplasm (By similarity).
A3DMV6	EF2_STAMF  	Staphylothermus marinus                 	399550	0	1	Cytoplasm (By similarity).
P23112	EF2_SULAC  	Sulfolobus acidocaldarius               	330779	0	1	Cytoplasm (By similarity).
C3N5S0	EF2_SULIA  	Sulfolobus islandicus                   	427318	0	1	Cytoplasm (By similarity).
C4KHE9	EF2_SULIK  	Sulfolobus islandicus                   	426118	0	1	Cytoplasm (By similarity).
C3MQ53	EF2_SULIL  	Sulfolobus islandicus                   	429572	0	1	Cytoplasm (By similarity).
C3MVH1	EF2_SULIM  	Sulfolobus islandicus                   	427317	0	1	Cytoplasm (By similarity).
C3NHB6	EF2_SULIN  	Sulfolobus islandicus                   	419942	0	1	Cytoplasm (By similarity).
C3NED6	EF2_SULIY  	Sulfolobus islandicus                   	439386	0	1	Cytoplasm (By similarity).
P30925	EF2_SULSO  	Sulfolobus solfataricus                 	273057	1	0	Cytoplasm.
Q975H5	EF2_SULTO  	Sulfolobus tokodaii                     	273063	0	1	Cytoplasm (By similarity).
P26752	EF2_THEAC  	Thermoplasma acidophilum                	273075	0	1	Cytoplasm (By similarity).
C5A6N7	EF2_THEGJ  	Thermococcus gammatolerans              	593117	0	1	Cytoplasm (By similarity).
Q5JFZ3	EF2_THEKO  	Thermococcus kodakaraensis              	69014	0	1	Cytoplasm (By similarity).
B6YVG5	EF2_THEON  	Thermococcus onnurineus                 	523850	0	1	Cytoplasm (By similarity).
C6A4M0	EF2_THESM  	Thermococcus sibiricus                  	604354	0	1	Cytoplasm (By similarity).
Q979T3	EF2_THEVO  	Thermoplasma volcanium                  	273116	0	1	Cytoplasm (By similarity).
Q57948	EHAA_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q8TY29	EHAA_METKA 	Methanopyrus kandleri                   	190192	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q6LXA4	EHAA_METMP 	Methanococcus maripaludis               	267377	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O26484	EHAA_METTH 	Methanothermobacter thermautotrophicus  	187420	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q9UXQ8	EHAA_METTM 	Methanothermobacter marburgensis        	79929	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q2FQL9	ENO1_METHJ 	Methanospirillum hungatei JF-1          	323259	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
Q2FLB5	ENO2_METHJ 	Methanospirillum hungatei JF-1          	323259	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
Q2FTN3	ENO3_METHJ 	Methanospirillum hungatei JF-1          	323259	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
Q9Y927	ENO_AERPE  	Aeropyrum pernix                        	272557	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
O29133	ENO_ARCFU  	Archaeoglobus fulgidus                  	224325	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
B9LPW6	ENO_HALLT  	Halorubrum lacusprofundi                	416348	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
P29201	ENO_HALMA  	Haloarcula marismortui                  	272569	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
B0R4Y8	ENO_HALS3  	Halobacterium salinarum                 	478009	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
Q9HQI9	ENO_HALSA  	Halobacterium salinarum                 	64091	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
Q18G62	ENO_HALWD  	Haloquadratum walsbyi                   	362976	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
A6UUM2	ENO_META3  	Methanococcus aeolicus                  	419665	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
Q8TQ79	ENO_METAC  	Methanosarcina acetivorans              	188937	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
Q468E2	ENO_METBF  	Methanosarcina barkeri                  	269797	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
Q12VE5	ENO_METBU  	Methanococcoides burtonii               	259564	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
Q60173	ENO_METJA  	Methanocaldococcus jannaschii           	243232	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
Q8TUV6	ENO_METKA  	Methanopyrus kandleri                   	190192	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
A2SSV1	ENO_METLZ  	Methanocorpusculum labreanum            	410358	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
A4FZA6	ENO_METM5  	Methanococcus maripaludis               	402880	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
A6VJ31	ENO_METM7  	Methanococcus maripaludis               	426368	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
Q8PT81	ENO_METMA  	Methanosarcina mazei                    	192952	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
Q6M075	ENO_METMP  	Methanococcus maripaludis               	267377	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
A4YHC1	ENO_METS5  	Metallosphaera sedula                   	399549	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
Q2NG02	ENO_METST  	Methanosphaera stadtmanae               	339860	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
O26149	ENO_METTH  	Methanothermobacter thermautotrophicus  	187420	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
A0B7E8	ENO_METTP  	Methanosaeta thermophila                	349307	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
A6US08	ENO_METVS  	Methanococcus vannielii                 	406327	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
Q3IQT0	ENO_NATPD  	Natronomonas pharaonis                  	348780	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
Q6KZN3	ENO_PICTO  	Picrophilus torridus                    	263820	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
Q9UXZ0	ENO_PYRAB  	Pyrococcus abyssi                       	272844	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
Q8ZYE7	ENO_PYRAE  	Pyrobaculum aerophilum                  	178306	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
Q8U477	ENO_PYRFU  	Pyrococcus furiosus                     	186497	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
O59605	ENO_PYRHO  	Pyrococcus horikoshii                   	70601	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
Q4J920	ENO_SULAC  	Sulfolobus acidocaldarius               	330779	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
C3N5G6	ENO_SULIA  	Sulfolobus islandicus                   	427318	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
C4KH32	ENO_SULIK  	Sulfolobus islandicus                   	426118	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
C3MPU0	ENO_SULIL  	Sulfolobus islandicus                   	429572	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
C3MUV2	ENO_SULIM  	Sulfolobus islandicus                   	427317	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
C3NHN3	ENO_SULIN  	Sulfolobus islandicus                   	419942	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
C3NE30	ENO_SULIY  	Sulfolobus islandicus                   	439386	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
Q97ZJ3	ENO_SULSO  	Sulfolobus solfataricus                 	273057	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
Q972B6	ENO_SULTO  	Sulfolobus tokodaii                     	273063	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
Q9HJT1	ENO_THEAC  	Thermoplasma acidophilum                	273075	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
C5A2S7	ENO_THEGJ  	Thermococcus gammatolerans              	593117	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
Q5JEV6	ENO_THEKO  	Thermococcus kodakaraensis              	69014	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
B6YUB8	ENO_THEON  	Thermococcus onnurineus                 	523850	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
Q979Z9	ENO_THEVO  	Thermoplasma volcanium                  	273116	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
Q0W8C9	ENO_UNCMA  	Uncultured methanogenic archaeon RC-I.  	351160	0	3	Cytoplasm (By similarity). Secreted (By similarity). Cell surface (By similarity).
Q5V3Z1	F16A1_HALMA	Haloarcula marismortui                  	272569	0	1	Cytoplasm (Potential).
Q5V311	F16A2_HALMA	Haloarcula marismortui                  	272569	0	1	Cytoplasm (Potential).
B0R3Y1	F16PA_HALS3	Halobacterium salinarum                 	478009	0	1	Cytoplasm (Potential).
Q9HRI1	F16PA_HALSA	Halobacterium salinarum                 	64091	0	1	Cytoplasm (Potential).
Q18J03	F16PA_HALWD	Haloquadratum walsbyi                   	362976	0	1	Cytoplasm (Potential).
A7I8R6	F16PA_METB6	Methanoregula boonei                    	456442	0	1	Cytoplasm (Potential).
Q2FM20	F16PA_METHJ	Methanospirillum hungatei JF-1          	323259	0	1	Cytoplasm (Potential).
A2ST39	F16PA_METLZ	Methanocorpusculum labreanum            	410358	0	1	Cytoplasm (Potential).
Q3ISJ9	F16PA_NATPD	Natronomonas pharaonis                  	348780	0	1	Cytoplasm (Potential).
Q46AU8	FAE_METBF  	Methanosarcina barkeri                  	269797	1	0	Cytoplasm.
P35839	FDHC_METFO 	Methanobacterium formicicum.            	2162	0	1	Cell membrane; Multi-pass membrane protein (Probable).
Q50568	FDHC_METTF 	Methanothermobacter thermautotrophicus  	145262	0	1	Cell membrane; Multi-pass membrane protein (Probable).
Q57743	FDHD_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Cytoplasm (Potential).
O27590	FDHD_METTH 	Methanothermobacter thermautotrophicus  	187420	0	1	Cytoplasm (Potential).
Q6L080	FDHD_PICTO 	Picrophilus torridus                    	263820	0	1	Cytoplasm (Potential).
Q4JBU5	FDHD_SULAC 	Sulfolobus acidocaldarius               	330779	0	1	Cytoplasm (Potential).
Q97V15	FDHD_SULSO 	Sulfolobus solfataricus                 	273057	0	1	Cytoplasm (Potential).
Q976V6	FDHD_SULTO 	Sulfolobus tokodaii                     	273063	0	1	Cytoplasm (Potential).
Q9HL17	FDHD_THEAC 	Thermoplasma acidophilum                	273075	0	1	Cytoplasm (Potential).
Q97C60	FDHD_THEVO 	Thermoplasma volcanium                  	273116	0	1	Cytoplasm (Potential).
Q57986	FEOB_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Probable).
P17603	FLA1_METHU 	Methanospirillum hungatei.              	2203	1	0	Archaeal flagellum.
O58281	FLA1_PYRHO 	Pyrococcus horikoshii                   	70601	0	1	Archaeal flagellum (By similarity).
Q9UWG6	FLA1_SULSH 	Sulfolobus shibatae.                    	2286	1	0	Archaeal flagellum.
P57719	FLA1_THEVO 	Thermoplasma volcanium                  	273116	1	0	Archaeal flagellum.
O58283	FLA2_PYRHO 	Pyrococcus horikoshii                   	70601	0	1	Archaeal flagellum (By similarity).
O58284	FLA3_PYRHO 	Pyrococcus horikoshii                   	70601	0	1	Archaeal flagellum (By similarity).
P61118	FLAA1_HALSA	Halobacterium salinarum                 	64091	1	0	Archaeal flagellum.
P13075	FLAA2_HALSA	Halobacterium salinarum                 	64091	1	0	Archaeal flagellum.
P27802	FLAA_METVO 	Methanococcus voltae.                   	2188	1	0	Archaeal flagellum.
Q9YAN8	FLAB1_AERPE	Aeropyrum pernix                        	272557	1	0	Archaeal flagellum.
O29208	FLAB1_ARCFU	Archaeoglobus fulgidus                  	224325	1	0	Archaeal flagellum.
P61116	FLAB1_HALSA	Halobacterium salinarum                 	64091	1	0	Archaeal flagellum.
Q58301	FLAB1_METJA	Methanocaldococcus jannaschii           	243232	1	0	Archaeal flagellum.
P27803	FLAB1_METVO	Methanococcus voltae.                   	2188	1	0	Archaeal flagellum.
P95316	FLAB1_METVS	Methanococcus vannielii                 	406327	1	0	Archaeal flagellum.
Q9P9I3	FLAB1_NATMM	Natrialba magadii                       	547559	1	0	Archaeal flagellum.
Q9V2X1	FLAB1_THEKO	Thermococcus kodakaraensis              	69014	1	0	Archaeal flagellum.
Q9YAN6	FLAB2_AERPE	Aeropyrum pernix                        	272557	1	0	Archaeal flagellum.
O29207	FLAB2_ARCFU	Archaeoglobus fulgidus                  	224325	1	0	Archaeal flagellum.
P13077	FLAB2_HALSA	Halobacterium salinarum                 	64091	1	0	Archaeal flagellum.
Q58302	FLAB2_METJA	Methanocaldococcus jannaschii           	243232	1	0	Archaeal flagellum.
P27804	FLAB2_METVO	Methanococcus voltae.                   	2188	1	0	Archaeal flagellum.
P95317	FLAB2_METVS	Methanococcus vannielii                 	406327	1	0	Archaeal flagellum.
O93718	FLAB2_NATMM	Natrialba magadii                       	547559	1	0	Archaeal flagellum.
Q9V2X0	FLAB2_THEKO	Thermococcus kodakaraensis              	69014	1	0	Archaeal flagellum.
P13078	FLAB3_HALSA	Halobacterium salinarum                 	64091	1	0	Archaeal flagellum.
Q58303	FLAB3_METJA	Methanocaldococcus jannaschii           	243232	1	0	Archaeal flagellum.
P27805	FLAB3_METVO	Methanococcus voltae.                   	2188	1	0	Archaeal flagellum.
P95318	FLAB3_METVS	Methanococcus vannielii                 	406327	1	0	Archaeal flagellum.
O93719	FLAB3_NATMM	Natrialba magadii                       	547559	1	0	Archaeal flagellum.
Q9V2W9	FLAB3_THEKO	Thermococcus kodakaraensis              	69014	1	0	Archaeal flagellum.
Q9P9I1	FLAB4_NATMM	Natrialba magadii                       	547559	1	0	Archaeal flagellum.
Q9UYL3	FLAB4_PYRAB	Pyrococcus abyssi                       	272844	1	0	Archaeal flagellum.
O58285	FLAB4_PYRHO	Pyrococcus horikoshii                   	70601	0	1	Archaeal flagellum (By similarity).
Q9V2W8	FLAB4_THEKO	Thermococcus kodakaraensis              	69014	1	0	Archaeal flagellum.
Q9UYL4	FLAB5_PYRAB	Pyrococcus abyssi                       	272844	1	0	Archaeal flagellum.
O58286	FLAB5_PYRHO	Pyrococcus horikoshii                   	70601	0	1	Archaeal flagellum (By similarity).
Q9V2W7	FLAB5_THEKO	Thermococcus kodakaraensis              	69014	1	0	Archaeal flagellum.
Q58304	FLAC_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Archaeal flagellum (Potential).
O06636	FLAC_METVO 	Methanococcus voltae.                   	2188	0	1	Archaeal flagellum (Potential).
Q58305	FLAD_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Archaeal flagellum (Potential).
O06637	FLAD_METVO 	Methanococcus voltae.                   	2188	0	1	Archaeal flagellum (Potential).
Q58306	FLAE_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Archaeal flagellum (Potential).
O06638	FLAE_METVO 	Methanococcus voltae.                   	2188	0	1	Archaeal flagellum (Potential).
Q58307	FLAF_METJA 	Methanocaldococcus jannaschii           	243232	0	2	Archaeal flagellum (Potential). Membrane; Lipid-anchor (Probable).
O06639	FLAF_METVO 	Methanococcus voltae.                   	2188	0	1	Archaeal flagellum (Potential).
Q58308	FLAG_METJA 	Methanocaldococcus jannaschii           	243232	0	2	Membrane; Single-pass membrane protein (Potential). Archaeal flagellum (Potential).
O06640	FLAG_METVO 	Methanococcus voltae.                   	2188	0	2	Membrane; Single-pass membrane protein (Potential). Archaeal flagellum (Potential).
Q58309	FLAH_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Archaeal flagellum (Potential).
O06641	FLAH_METVO 	Methanococcus voltae.                   	2188	0	1	Archaeal flagellum (Potential).
Q58311	FLAJ_METJA 	Methanocaldococcus jannaschii           	243232	0	2	Cell membrane; Multi-pass membrane protein (Potential). Archaeal flagellum (Potential).
O59649	FLAJ_METVO 	Methanococcus voltae.                   	2188	0	2	Cell membrane; Multi-pass membrane protein (Potential). Archaeal flagellum (Potential).
Q5UZH5	FLAK_HALMA 	Haloarcula marismortui                  	272569	0	1	Cell membrane; Multi-pass membrane protein (By similarity).
Q58312	FLAK_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (By similarity).
A9A677	FLAK_METM6 	Methanococcus maripaludis               	444158	1	0	Cell membrane; Multi-pass membrane protein.
Q6LZR9	FLAK_METMP 	Methanococcus maripaludis               	267377	1	0	Cell membrane; Multi-pass membrane protein.
Q8NKW5	FLAK_METVO 	Methanococcus voltae.                   	2188	1	0	Cell membrane; Multi-pass membrane protein.
Q8PU58	FPOA_METMA 	Methanosarcina mazei                    	192952	0	1	Cell membrane; Multi-pass membrane protein (Potential).
